age race earnwke senior married union female hogwarts hhouse
382 61 Pureblood 2884.61 Senior Married Non-Union Male Graduated Ravenclaw
383 31 Pureblood 220 Junior Married Non-Union Female Graduated Ravenclaw
384 42 Pureblood 2500 Senior Married Non-Union Male Graduated Hufflepuff
385 43 Pureblood 2884.61 Senior Married Non-Union Female Graduated Hufflepuff
386 54 Halfblood 260 Senior Single Non-Union Female Drop-Out Slytherin
387 61 Pureblood 769.23 Senior Married Non-Union Male Graduated Slytherin
388 63 Pureblood 700 Junior Married Non-Union Female Graduated Slytherin
389 48 Pureblood 1153 Senior Single Non-Union Female Graduated Hufflepuff
390 43 Pureblood 1428.84 Senior Married Non-Union Male Graduated Ravenclaw
391 47 Pureblood 1311.53 Senior Married Union Female Graduated Ravenclaw
392 48 Pureblood 2884.61 Senior Married Non-Union Male Graduated Gryffindor
393 49 Pureblood 1653.84 Junior Married Union Female Graduated Gryffindor
394 50 Pureblood 795.6 Junior Single Non-Union Male Drop-Out Ravenclaw
395 51 Halfblood 480.76 Senior Married Union Male Drop-Out Gryffindor
396 49 Halfblood 423.07 Senior Married Union Female Graduated Gryffindor
397 31 Pureblood 315.78 Senior Single Union Female Graduated Slytherin
398 31 Pureblood 145 Senior Single Non-Union Female Graduated Slytherin
399 27 Pureblood 600 Junior Married Non-Union Male Drop-Out Ravenclaw
400 34 Pureblood 969 Junior Married Non-Union Female Graduated Ravenclaw
401 45 Halfblood 424 Senior Married Union Male Drop-Out Hufflepuff
402 51 Halfblood 920 Senior Married Non-Union Female Drop-Out Hufflepuff
403 42 Pureblood 1538.46 Senior Married Non-Union Male Graduated Slytherin
404 28 Pureblood 540 Senior Married Non-Union Male Graduated Ravenclaw
405 30 Pureblood 720 Senior Single Non-Union Male Graduated Slytherin
406 54 Pureblood 961.53 Senior Married Non-Union Female Graduated Ravenclaw
407 44 Pureblood 1400 Junior Single Union Male Drop-Out Ravenclaw
408 41 Pureblood 625 Senior Single Union Female Drop-Out Ravenclaw
409 24 Pureblood 400 Senior Married Non-Union Male Drop-Out Hufflepuff
410 36 Pureblood 1346.15 Senior Married Non-Union Female Graduated Ravenclaw
411 59 Pureblood 1538 Senior Married Non-Union Male Graduated Slytherin
412 25 Pureblood 800 Senior Married Non-Union Female Graduated Hufflepuff
413 48 Pureblood 950 Senior Married Union Male Graduated Slytherin
414 53 Pureblood 1038.46 Senior Married Non-Union Female Graduated Slytherin
415 53 Pureblood 674.5 Senior Single Union Female Drop-Out Hufflepuff
416 33 Pureblood 800 Senior Married Union Male Drop-Out Gryffindor
417 29 Muggle-Born 560.4 Senior Single Non-Union Male Graduated Slytherin
418 49 Pureblood 560 Senior Single Non-Union Male Drop-Out Hufflepuff
419 56 Muggle-Born 740 Senior Married Union Male Graduated Ravenclaw
420 28 Muggle-Born 360 Senior Married Non-Union Male Drop-Out Ravenclaw
421 35 Pureblood 1153 Senior Married Non-Union Male Graduated Ravenclaw
422 35 Pureblood 480 Senior Single Non-Union Male Graduated Gryffindor
423 24 Pureblood 461.53 Junior Single Union Male Graduated Gryffindor
424 19 Pureblood 140 Junior Single Non-Union Female Drop-Out Gryffindor
425 41 Pureblood 1442.3 Senior Married Non-Union Male Graduated Slytherin
426 60 Halfblood 390 Junior Married Non-Union Female Graduated Ravenclaw
427 35 Pureblood 1000 Senior Married Non-Union Male Drop-Out Ravenclaw
428 35 Halfblood 218.75 Senior Single Non-Union Male Graduated Ravenclaw
429 47 Halfblood 590 Senior Single Union Female Graduated Ravenclaw
430 44 Pureblood 1057.69 Senior Married Union Male Drop-Out Gryffindor
431 20 Pureblood 538.46 Senior Single Non-Union Female Graduated Gryffindor
432 38 Pureblood 1250 Senior Married Non-Union Female Graduated Gryffindor
433 61 Pureblood 450 Senior Married Non-Union Male Drop-Out Hufflepuff
434 58 Pureblood 367.92 Senior Married Non-Union Female Graduated Hufflepuff
435 28 Pureblood 120 Junior Single Non-Union Female Graduated Hufflepuff
436 34 Pureblood 442.3 Senior Married Non-Union Female Graduated Slytherin
437 53 Pureblood 224 Junior Married Union Female Drop-Out Gryffindor
438 54 Pureblood 155 Senior Single Non-Union Female Graduated Gryffindor
439 37 Pureblood 1000 Senior Single Union Male Graduated Gryffindor
440 31 Pureblood 1057.69 Senior Single Non-Union Female Graduated Slytherin
441 37 Pureblood 2884.61 Senior Married Non-Union Male Graduated Slytherin
442 36 Pureblood 2884.61 Senior Married Non-Union Male Graduated Hufflepuff
443 28 Pureblood 2884.61 Senior Single Non-Union Female Graduated Slytherin
444 30 Pureblood 1653 Senior Single Non-Union Male Graduated Slytherin
445 30 Pureblood 2440 Senior Single Non-Union Female Graduated Gryffindor
446 21 Pureblood 380 Senior Single Non-Union Female Graduated Gryffindor
447 34 Halfblood 1038.46 Senior Single Union Female Graduated Slytherin
448 34 Pureblood 900 Senior Single Non-Union Male Drop-Out Hufflepuff
449 54 Pureblood 673 Senior Married Union Female Graduated Gryffindor
450 35 Pureblood 1730.76 Senior Married Non-Union Male Graduated Slytherin
451 31 Pureblood 375 Senior Married Non-Union Female Graduated Slytherin
452 54 Pureblood 2788.46 Junior Married Non-Union Male Graduated Ravenclaw
453 55 Pureblood 692.3 Senior Married Non-Union Female Graduated Ravenclaw
454 41 Halfblood 673.07 Senior Single Non-Union Female Graduated Slytherin
455 29 Halfblood 1223.07 Senior Single Union Female Graduated Slytherin
456 33 Halfblood 1153.84 Senior Single Non-Union Female Graduated Slytherin
457 30 Muggle-Born 1105 Senior Married Union Male Graduated Ravenclaw
458 51 Pureblood 698 Senior Married Non-Union Female Graduated Hufflepuff
459 43 Pureblood 1426.92 Senior Single Non-Union Female Graduated Ravenclaw
460 42 Pureblood 2307.69 Senior Married Non-Union Male Graduated Slytherin
461 56 Muggle-Born 576.92 Senior Married Union Male Graduated Ravenclaw
462 26 Muggle-Born 730.76 Senior Married Non-Union Male Graduated Ravenclaw
463 27 Pureblood 576.92 Senior Single Non-Union Female Drop-Out Ravenclaw
464 27 Pureblood 576.92 Senior Single Non-Union Female Drop-Out Ravenclaw
465 43 Muggle-Born 1615.38 Senior Married Non-Union Female Graduated Slytherin
466 31 Pureblood 807.69 Senior Married Non-Union Male Drop-Out Slytherin
467 41 Pureblood 1700 Senior Married Non-Union Male Graduated Slytherin
468 54 Pureblood 1807 Senior Single Non-Union Female Graduated Gryffindor
469 41 Pureblood 1096.15 Senior Married Non-Union Male Graduated Hufflepuff
470 41 Pureblood 2403.84 Senior Married Non-Union Female Graduated Hufflepuff
471 27 Pureblood 1076.92 Senior Single Union Female Graduated Ravenclaw
472 52 Halfblood 1250 Senior Single Non-Union Male Graduated Gryffindor
473 40 Halfblood 750 Junior Married Non-Union Female Graduated Slytherin
474 49 Muggle-Born 1237.61 Senior Married Non-Union Male Drop-Out Slytherin
475 61 Pureblood 736 Senior Married Non-Union Male Graduated Slytherin
476 46 Pureblood 660 Senior Single Non-Union Male Drop-Out Hufflepuff
477 50 Pureblood 1057.69 Senior Married Non-Union Male Graduated Hufflepuff
478 46 Pureblood 365.38 Senior Married Non-Union Female Graduated Hufflepuff
479 36 Halfblood 740 Senior Single Non-Union Female Graduated Slytherin
480 43 Halfblood 1153.84 Senior Married Union Male Graduated Slytherin
481 50 Pureblood 923.07 Senior Married Non-Union Male Drop-Out Ravenclaw
482 29 Muggle-Born 769.23 Junior Married Non-Union Female Graduated Gryffindor
483 45 Pureblood 216 Senior Single Non-Union Female Graduated Ravenclaw
484 53 Pureblood 1038.46 Senior Married Non-Union Female Graduated Slytherin
485 55 Pureblood 1610.8 Senior Married Non-Union Male Graduated Ravenclaw
486 29 Muggle-Born 1826.92 Senior Married Non-Union Male Graduated Ravenclaw
487 31 Pureblood 1346.15 Senior Married Non-Union Female Graduated Ravenclaw
488 27 Pureblood 1131.6 Senior Married Non-Union Male Drop-Out Gryffindor
489 28 Pureblood 400 Senior Married Non-Union Female Drop-Out Gryffindor
490 29 Pureblood 2115.38 Senior Married Non-Union Male Graduated Gryffindor
491 59 Pureblood 2640 Senior Married Non-Union Female Graduated Slytherin
492 48 Pureblood 865.38 Senior Married Union Female Drop-Out Ravenclaw
493 48 Pureblood 398.24 Senior Single Non-Union Male Drop-Out Gryffindor
494 61 Pureblood 157.5 Junior Single Non-Union Female Graduated Ravenclaw
495 27 Muggle-Born 738.46 Senior Single Non-Union Male Graduated Slytherin
496 22 Pureblood 510 Senior Single Non-Union Male Graduated Slytherin
497 53 Pureblood 969.23 Senior Single Non-Union Female Graduated Slytherin
498 54 Pureblood 759 Senior Single Non-Union Male Graduated Ravenclaw
499 18 Pureblood 100 Junior Single Union Female Drop-Out Ravenclaw
500 28 Pureblood 500 Senior Single Non-Union Male Drop-Out Hufflepuff
501 29 Pureblood 919.5 Senior Single Non-Union Male Drop-Out Hufflepuff
502 45 Pureblood 1200 Senior Married Non-Union Male Graduated Ravenclaw
503 56 Pureblood 960 Senior Married Non-Union Female Graduated Ravenclaw
504 61 Pureblood 769.23 Senior Married Union Male Graduated Slytherin
505 46 Pureblood 1440.45 Senior Married Non-Union Male Drop-Out Slytherin
506 45 Pureblood 342 Senior Married Non-Union Female Drop-Out Slytherin
507 24 Pureblood 902 Senior Single Non-Union Female Graduated Hufflepuff
508 49 Pureblood 1923.07 Junior Single Non-Union Male Graduated Ravenclaw
509 35 Halfblood 326.25 Senior Married Non-Union Female Graduated Slytherin
510 37 Pureblood 759.61 Senior Single Non-Union Male Graduated Ravenclaw
511 39 Pureblood 1634 Senior Married Non-Union Male Graduated Ravenclaw
512 55 Pureblood 2884 Senior Married Non-Union Male Graduated Slytherin
513 53 Pureblood 1908 Senior Married Non-Union Female Graduated Slytherin
514 38 Pureblood 711 Senior Married Non-Union Female Graduated Slytherin
515 62 Pureblood 209 Senior Married Non-Union Female Drop-Out Slytherin
516 41 Pureblood 620 Junior Married Non-Union Male Drop-Out Slytherin
517 36 Pureblood 630.8 Senior Married Non-Union Female Graduated Slytherin
518 37 Pureblood 960 Senior Single Non-Union Male Graduated Slytherin
519 29 Pureblood 2307 Senior Single Non-Union Male Graduated Slytherin
520 49 Pureblood 2884.61 Senior Married Non-Union Male Graduated Gryffindor
521 27 Muggle-Born 420 Senior Married Non-Union Female Graduated Ravenclaw
522 31 Halfblood 900 Senior Married Non-Union Male Graduated Slytherin
523 32 Halfblood 600 Senior Married Non-Union Female Graduated Slytherin
524 37 Pureblood 323.2 Senior Single Non-Union Female Graduated Hufflepuff
525 31 Pureblood 800 Senior Married Non-Union Male Graduated Gryffindor
526 51 Pureblood 1480.76 Junior Married Union Male Drop-Out Gryffindor
527 52 Pureblood 1923.07 Senior Single Non-Union Male Graduated Gryffindor
528 58 Pureblood 1200 Senior Single Non-Union Female Graduated Gryffindor
529 34 Pureblood 440 Senior Single Non-Union Male Graduated Gryffindor
530 40 Muggle-Born 625 Junior Married Union Female Graduated Ravenclaw
531 62 Pureblood 769 Senior Married Non-Union Female Graduated Hufflepuff
532 40 Pureblood 800 Senior Married Non-Union Female Graduated Ravenclaw
533 33 Halfblood 560 Senior Single Non-Union Female Graduated Slytherin
534 32 Pureblood 803.5 Senior Married Non-Union Male Graduated Ravenclaw
535 32 Muggle-Born 369 Senior Married Union Female Graduated Ravenclaw
536 50 Pureblood 1307.69 Senior Single Non-Union Female Graduated Hufflepuff
537 34 Pureblood 1730.76 Senior Married Non-Union Male Graduated Gryffindor
538 33 Pureblood 425 Senior Married Non-Union Female Graduated Gryffindor
539 54 Pureblood 1288.46 Senior Married Non-Union Male Graduated Hufflepuff
540 54 Pureblood 807.69 Senior Married Non-Union Female Graduated Hufflepuff
541 55 Pureblood 2884 Senior Married Non-Union Male Graduated Gryffindor
542 47 Pureblood 913 Junior Single Non-Union Female Drop-Out Gryffindor
543 47 Pureblood 1346 Senior Single Union Female Graduated Ravenclaw
544 37 Pureblood 550 Senior Married Union Male Drop-Out Gryffindor
545 49 Pureblood 440 Senior Married Non-Union Male Drop-Out Gryffindor
546 48 Pureblood 320 Senior Married Non-Union Female Drop-Out Gryffindor
547 58 Pureblood 480 Senior Single Non-Union Female Drop-Out Gryffindor
548 42 Pureblood 600 Junior Married Union Female Graduated Ravenclaw
549 39 Muggle-Born 350 Senior Single Non-Union Male Graduated Ravenclaw
550 20 Pureblood 212.5 Senior Single Non-Union Male Graduated Gryffindor
551 48 Pureblood 769.23 Senior Single Union Female Drop-Out Gryffindor
552 28 Pureblood 990.92 Senior Married Non-Union Male Graduated Ravenclaw
553 57 Pureblood 1634.61 Senior Married Union Male Graduated Hufflepuff
554 54 Pureblood 1634.61 Senior Married Non-Union Female Graduated Hufflepuff
555 52 Pureblood 2884.61 Senior Married Non-Union Male Graduated Hufflepuff
556 36 Pureblood 1519.23 Senior Married Non-Union Female Graduated Hufflepuff
557 31 Pureblood 807.69 Senior Married Non-Union Male Graduated Slytherin
558 41 Pureblood 920 Senior Married Union Male Graduated Slytherin
559 42 Pureblood 865.38 Senior Married Non-Union Male Drop-Out Slytherin
560 50 Pureblood 780 Senior Married Non-Union Female Drop-Out Slytherin
561 41 Muggle-Born 1961.53 Senior Married Non-Union Male Graduated Ravenclaw
562 42 Muggle-Born 1307.69 Senior Married Union Female Graduated Ravenclaw
563 63 Pureblood 865.38 Senior Married Non-Union Female Drop-Out Ravenclaw
564 38 Pureblood 769.23 Junior Married Non-Union Male Graduated Ravenclaw
565 35 Pureblood 865.38 Senior Married Non-Union Female Graduated Ravenclaw
566 25 Pureblood 1292 Senior Single Non-Union Male Graduated Hufflepuff
567 27 Muggle-Born 822.15 Senior Married Non-Union Male Graduated Hufflepuff
568 60 Pureblood 700 Senior Married Non-Union Female Graduated Hufflepuff
569 57 Pureblood 250 Senior Single Non-Union Female Graduated Gryffindor
570 28 Pureblood 300 Senior Single Non-Union Male Graduated Gryffindor
571 25 Pureblood 262.5 Senior Single Non-Union Female Graduated Gryffindor
572 30 Pureblood 1153.84 Senior Married Non-Union Male Graduated Ravenclaw
573 28 Pureblood 1384.61 Senior Married Non-Union Female Graduated Ravenclaw
574 40 Pureblood 692 Senior Married Non-Union Male Graduated Hufflepuff
575 18 Halfblood 250 Senior Single Non-Union Male Graduated Gryffindor
576 38 Halfblood 769 Senior Married Non-Union Female Graduated Slytherin
577 29 Pureblood 2307.46 Senior Married Non-Union Male Drop-Out Ravenclaw
578 27 Pureblood 240 Senior Married Non-Union Female Graduated Ravenclaw
579 27 Pureblood 480 Junior Married Non-Union Male Graduated Ravenclaw
580 54 Pureblood 1788.46 Senior Married Non-Union Male Drop-Out Gryffindor
581 44 Pureblood 1923.07 Senior Married Non-Union Female Graduated Gryffindor
582 63 Pureblood 769.23 Senior Single Non-Union Female Drop-Out Ravenclaw
583 50 Pureblood 420 Senior Married Non-Union Female Drop-Out Gryffindor
584 41 Pureblood 945.2 Senior Married Non-Union Male Graduated Hufflepuff
585 52 Halfblood 1428.57 Senior Single Union Male Graduated Slytherin
586 43 Pureblood 2884.61 Senior Married Non-Union Male Graduated Slytherin
587 42 Pureblood 384.61 Senior Married Union Female Graduated Slytherin
588 31 Halfblood 664 Senior Single Non-Union Female Graduated Slytherin
589 37 Muggle-Born 1000 Senior Married Non-Union Male Graduated Slytherin
590 33 Muggle-Born 1538.46 Senior Married Non-Union Female Graduated Slytherin
591 24 Pureblood 1153 Senior Single Union Male Graduated Gryffindor
592 58 Pureblood 1050 Junior Married Union Female Graduated Gryffindor
593 52 Pureblood 2000 Senior Married Non-Union Female Drop-Out Ravenclaw
594 49 Pureblood 2019.23 Senior Single Non-Union Male Graduated Slytherin
595 33 Muggle-Born 384.61 Senior Single Non-Union Female Drop-Out Ravenclaw
596 34 Pureblood 533.9 Senior Married Non-Union Male Graduated Ravenclaw
597 31 Pureblood 480 Senior Married Non-Union Female Graduated Ravenclaw
598 48 Pureblood 1548.78 Senior Single Union Male Graduated Ravenclaw
599 53 Pureblood 775.6 Senior Married Non-Union Male Graduated Slytherin
600 52 Pureblood 30 Junior Married Non-Union Female Drop-Out Slytherin
601 52 Halfblood 1153.84 Senior Single Non-Union Female Drop-Out Slytherin
602 43 Pureblood 459 Senior Married Non-Union Female Drop-Out Slytherin
603 44 Pureblood 1096 Senior Single Non-Union Male Graduated Ravenclaw
604 39 Pureblood 624.4 Junior Single Union Male Graduated Hufflepuff
605 26 Pureblood 497.2 Senior Married Non-Union Male Graduated Slytherin
606 27 Pureblood 363.13 Senior Married Non-Union Female Graduated Slytherin
607 54 Pureblood 2403.84 Senior Married Non-Union Male Graduated Hufflepuff
608 53 Pureblood 1259.4 Senior Married Non-Union Female Graduated Hufflepuff
609 25 Pureblood 320 Senior Married Non-Union Male Graduated Hufflepuff
610 24 Pureblood 554 Senior Married Non-Union Female Drop-Out Hufflepuff
611 32 Halfblood 640 Senior Single Non-Union Male Drop-Out Hufflepuff
612 33 Halfblood 1336 Senior Single Non-Union Female Graduated Hufflepuff
613 39 Pureblood 1442.3 Senior Married Non-Union Male Graduated Hufflepuff
614 38 Pureblood 884.61 Senior Married Non-Union Female Graduated Hufflepuff
615 46 Pureblood 1200 Senior Single Non-Union Male Graduated Ravenclaw
616 28 Pureblood 769 Junior Single Non-Union Female Drop-Out Gryffindor
617 57 Pureblood 2575 Senior Married Non-Union Male Graduated Gryffindor
618 43 Pureblood 769 Senior Married Non-Union Male Drop-Out Ravenclaw
